titre_poste,entreprise,ville_normalized,region,type_contrat_normalized,modalite_travail,is_remote,is_hybrid,niveau_etudes_normalized,experience_requise,experience_years_min,experience_years_max,langue,secteur_activite,sous_secteur,fonction,soft_skills,tech_stack,tech_count,soft_skills_count,nbr_postes,date_limite,date_annee,job_id,is_agile_driven,has_corp_perks,is_remote_friendly
Ingénieur Etude et Développement Confirmé - PHP/DRUPAL,Cgi Technologies Et Solutions Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,Français,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Communication | Implication | Organisé | Recherche de nouveauté | Rigoureux | Réflexion,Php,1,8,2.0,19/06/2017,2016,F402FB8F69,False,False,False
Architecte Consultant projet,Omnishore,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Collaboration | Communication | Implication | Recherche de nouveauté | Réflexion,Java,1,8,1.0,19/06/2017,2016,2927F3A247,False,False,False
Développeur Front End Angular JS en freelance,Welink,Rabat,Rabat-Salé-Kénitra,Freelance,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,Français,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Communication | Implication | Recherche de nouveauté | Réflexion | Travail en équipe,Angular | Java | Oracle | Sql,4,8,1.0,19/06/2017,2016,B85B5D889B,False,False,False
Architecte - Auditeur technique,Omnishore,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Implication | Recherche de nouveauté | Rigueur | Réflexion | Sens du détail,Java,1,7,1.0,19/06/2017,2016,B7006074FD,False,False,False
Consultant Senior JAVA FLEX,Cgi Technologies Et Solutions Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Implication | Recherche de nouveauté | Réflexion,Android | Java | Oracle | Spring | Sql,5,5,4.0,19/06/2017,2016,FA1FB1CB8E,False,False,False
Team Leader JAVA JEE Confirmé,Omnishore,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Implication | Planification | Recherche de nouveauté | Réflexion | Travail en équipe,Java | Linux | Mysql | Oracle | Spring,5,7,2.0,19/06/2017,2016,44BA9DD2CE,False,False,False
Développeurs JEE Seniors et Scrum Master-Domaine Bancaire en Freelance,Welink,Rabat,Rabat-Salé-Kénitra,Freelance,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,Français,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Communication | Implication | Organisation | Recherche de nouveauté | Rigueur | Réflexion | Travail en équipe,Agile | Angular | Jenkins | Scrum | Soap,5,10,1.0,19/06/2017,2016,15222879A1,True,False,False
Développeur Front End Angular JS en CDI,Welink,Rabat,Rabat-Salé-Kénitra,Freelance,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,Français,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Communication | Implication | Recherche de nouveauté | Réflexion | Travail en équipe,Angular | Java | Oracle | Sql,4,8,1.0,19/06/2017,2016,170727A340,False,False,False
Expert Technique Java JEE,Cgi Technologies Et Solutions Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Implication | Recherche de nouveauté | Réflexion | Travail en équipe,Java,1,6,2.0,18/06/2017,2016,32D79BD076,False,False,False
Ingénieur DEVOPS Senior,Omnishore,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Communication | Implication | Recherche de nouveauté | Réflexion | Travail en équipe,Aws | Devops | Docker | Git | Jenkins | Kubernetes | Linux,7,7,1.0,19/06/2017,2016,2C6080CAB7,True,False,False
Ingénieur Etude et Développement Confirmé .NET,Cgi Technologies Et Solutions Maroc,Fès,Fès-Meknès,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Implication | Recherche de nouveauté | Réflexion,.NET,1,5,1.0,18/06/2017,2016,6CC8443EEE,False,False,False
Leader Technique Confirmé .NET,Cgi Technologies Et Solutions Maroc,Fès,Fès-Meknès,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,Français,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Implication | Recherche de nouveauté | Rigueur | Réflexion,Java | Oracle,2,7,1.0,18/06/2017,2016,6E51CF82E6,False,False,False
Développeur JAVA/J2EE en stage pré-embauche,Aria Tech,Casablanca,Casablanca-Settat,Stage,Télétravail,1,0,Bac+5,Débutant (-1 an),1,1,,Internet / Multimédia- Informatique / Electronique- Secteur Informatique,,,Ambition | Autonomie | Implication | Recherche de nouveauté | Réflexion,Agile | Java | Spring,3,5,6.0,18/06/2017,2016,3C07FD91C8,True,False,False
Delivery & Quality Manager Digital,Manpower Agences,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,Français | Anglais,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Collaboration | Implication | Management | Organisation | Recherche de nouveauté | Réflexion | Écoute,,0,9,1.0,18/06/2017,2016,99C309580E,False,False,False
Chef de project - Informatique,Gentis Resourcing International,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,Français | Anglais,Recrutement / Intérim,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Gestion de projet | Implication | Recherche de nouveauté | Réflexion,Sap,1,6,10.0,18/06/2017,2016,B839BD658C,False,False,False
Expert Technique Senior JAVA/JEE/GMAO (Gestion de maintenance assisté par ordinateur),Dxc Cdg Technopolis,Salé,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique,Logistique / Transport (métiers de),Logistique / Transport (métiers de),Analyse | Autonomie | Implication | Organisation | Écoute,Java,1,5,1.0,18/06/2017,2016,1513F49A40,True,False,False
Développeur Réseau de Franchise,Manpower Agences,Tout le Maroc,,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,Français | Anglais,Pétrole / Gaz,Gestion projet / Etudes / R&D,Gestion projet / Etudes / R&D,Ambition | Analyse | Autonomie | Collaboration | Négociation | Organisé | Planification | Recherche de nouveauté | Rigoureux,,0,9,5.0,18/06/2017,2016,FC25B775EC,False,False,False
Développeurs Seniors en JAVA/JEE,Capgemini Casablanca,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Collaboration | Implication | Recherche de nouveauté | Rigoureux | Réflexion,Java,1,8,100.0,18/06/2017,2016,AEEFA85137,False,False,False
Développeur JAVAFX 3D,Alten Maroc,Fès,Fès-Meknès,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,Français,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Collaboration | Implication | Recherche de nouveauté | Réflexion,Java,1,7,5.0,18/06/2017,2016,C0CE78EC37,False,False,False
Développeur PHP/Front-End en Freelance,Welink,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,Français | Anglais,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Communication | Implication | Recherche de nouveauté | Rigueur | Réflexion | Travail en équipe,Php,1,9,,01/06/2017,2016,39F6737F5A,False,False,False
Développeur BIG DATA/JAVA en CDI,Welink,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Implication | Recherche de nouveauté | Rigueur | Réflexion | Travail en équipe,Big Data | Docker | Hadoop | Java | Jenkins | Mysql | Spark | Tableau,8,8,4.0,01/06/2017,2016,95A7ED78EA,False,False,False
Administrateur SAP BC (Basis Components),Atos,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Esprit d'équipe | Implication | Organisation | Recherche de nouveauté | Réflexion,Java | Linux | Oracle | Sap,4,8,1.0,17/06/2017,2016,25DAFFAE4F,False,False,False
Développeur JEE Confirmé- Domaine Bancaire en Freelance,Welink,Casablanca,Casablanca-Settat,Freelance,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Implication | Recherche de nouveauté | Rigueur | Réflexion | Travail en équipe,Jenkins | Soap,2,8,1.0,01/06/2017,2016,8A7EE5EF48,False,False,False
Profils Dot Net - Windows 8,Sqli Maroc,Oujda,Oriental,CDI,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,,Informatique / Electronique- Secteur Informatique,,,Ambition | Autonomie | Implication | Recherche de nouveauté | Réflexion,.NET | SQL Server | Sql,3,5,4.0,17/06/2017,2016,F935936417,False,False,False
International Trafic Manager,Digital Virgo,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,Français | Anglais,Communication / Publicité / RP- Marketing- Secteur Communication / Evénementiel,,,Ambition | Analyse | Collaboration | Communication | Curiosité | Esprit d'équipe | Flexibilité | Implication | Innovation | Organisation | Recherche de nouveauté,Excel,1,11,1.0,17/06/2017,2016,5423309214,False,False,False
Développeur JEE/FLEX en Freelance,Welink,Rabat,Rabat-Salé-Kénitra,Freelance,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Implication | Recherche de nouveauté | Rigueur | Réflexion | Travail en équipe,Java | Oracle | Sql,3,8,1.0,01/06/2017,2016,91327CBA76,False,False,False
Traffic manager (Webmarketeur),Weedo It,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,Anglais | Espagnol | Allemand,Agence pub / Marketing Direct,Marketing,Marketing,Ambition | Analyse | Flexibilité | Négociation | Organisation | Recherche de nouveauté | Rigoureux,,0,7,10.0,19/04/2017,2016,8A7831BF64,False,False,False
Commercial Grands Comptes (Expérience dans les Assurances),Weedo It,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,Anglais | Espagnol,Agence pub / Marketing Direct,Commercial / Vente / Export,Commercial / Vente / Export,Ambition | Analyse | Organisé | Persuasion | Recherche de nouveauté,,0,5,10.0,19/04/2017,2016,803EE7B4CC,False,False,False
Stage: Assistante Administrative,Alten Maroc,Fès,Fès-Meknès,Stage,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,Français,Gestion / Comptabilité / Finance- RH / Personnel / Formation- Secteur Informatique,,,Autonomie | Communication | Implication | Organisation,,0,4,1.0,17/06/2017,2016,2A6D7E6279,False,True,False
Chargé Marketing en Ligne,Weedo It,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,Anglais | Espagnol | Allemand,Agence pub / Marketing Direct,Marketing,Marketing,Ambition | Analyse | Flexibilité | Négociation | Organisation | Recherche de nouveauté | Rigoureux,,0,7,10.0,19/04/2017,2016,5406C166F9,False,False,False
Développeur Informatique - Secteur Bancaire,Cdg Capital,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,,Banque (métiers de la)- Informatique / Electronique- Secteur Banque / Finance,,,Ambition | Analyse | Autonomie | Curiosité | Flexibilité | Implication | Organisation | Persuasion | Réflexion,.NET | Agile | Excel | SQL Server | Scrum | Sql,6,9,1.0,16/06/2017,2016,E86149BD87,True,False,False
Ingénieur Système Unix (H/F),Atos,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,Anglais,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Communication | Esprit d'équipe | Implication | Planification | Recherche de nouveauté | Rigueur | Réflexion,Linux | Vmware,2,10,1.0,16/06/2017,2016,89DE2700D2,False,False,False
Ingénieur Etudes et développement JAVA Sénior,Atos,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac,Confirmé (5 à 10 ans),5,10,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Communication | Implication | Recherche de nouveauté | Réflexion,Java | Spring,2,7,8.0,16/06/2017,2016,2097E2C240,False,False,False
Ingénieurs Etudes et Développements .NET,Oceane Consulting It Maroc France,France,,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Implication | Proactif | Recherche de nouveauté | Rigoureux | Réflexion | Travail en équipe,.NET,1,8,5.0,16/06/2017,2016,7162F2D751,False,False,False
Conseiller Clientèle Francophone,Dxc Cdg Technopolis,Salé,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac,Débutant (-1 an),1,1,Français,Centre d'appels,Centre d'appels (métiers de),Centre d'appels (métiers de),Flexibilité,,0,1,12.0,16/06/2017,2016,5C827F7309,False,True,False
Ingénieurs Conception et Développement JAVA Confirmés,Oceane Consulting It Maroc France,France,,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Implication | Recherche de nouveauté | Rigoureux | Réflexion,Angular | Java | Sap,3,7,4.0,16/06/2017,2016,5DBCFB2909,False,False,False
Technicien de Zone,Crit,Kénitra,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,Français,Production / Qualité / Sécurité / Maintenance- Méthodes / Process / Industrialisation- Secteur Autres Industries,,,Organisation | Recherche de nouveauté | Réflexion,,0,3,4.0,16/06/2017,2016,6F08D3EC24,False,False,False
Technicien Maintenance,Crit,Kénitra,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac,Intermédiaire (3 à 5 ans),3,5,Français,Production / Qualité / Sécurité / Maintenance- Méthodes / Process / Industrialisation- Secteur Autres Industries,,,Analyse | Organisation | Recherche de nouveauté | Réflexion,,0,4,2.0,16/06/2017,2016,2C09648C72,False,False,False
Concepteurs – Administrateurs Catalogue,Sofrecom Maroc,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,Français,Informatique / Electronique- Télécom / Réseaux- Secteur Informatique,,,Ambition | Analyse | Autonomie | Implication | Recherche de nouveauté | Réflexion,Agile | Excel | Sql,3,6,1.0,16/06/2017,2016,FADD7A82D3,True,False,False
Ingénieur Réseaux SENIOR,Intelcia,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Télécom / Réseaux- Santé / Social (métiers de)- Secteur Centre d'appels,,,Analyse | Autonomie | Esprit critique | Implication | Organisation | Recherche de nouveauté | Rigueur | Réflexion | Résilience,Firewall,1,9,1.0,17/06/2017,2016,A5B68AFD45,False,False,False
Ingénieur Concepteur Développeur JEE,Sqli Maroc,Oujda,Oriental,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,Anglais,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Communication | Implication | Recherche de nouveauté | Réflexion,Angular | Git | Java | Jenkins | Mongodb | Mysql | Oracle | Rest | SQL Server | Soap | Spring | Sql,12,6,6.0,17/06/2017,2016,7666C7E1A3,False,False,False
Chef de Projet SI (Environnement de production),Capgemini,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac,Confirmé (5 à 10 ans),5,10,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Implication | Recherche de nouveauté | Réflexion,,0,5,3.0,16/06/2017,2016,2ACB60D8C0,True,False,False
Consultant Sénior MS BI,Atos,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Implication | Recherche de nouveauté | Réflexion,Sql | Ssas | Ssis | Ssrs,4,6,20.0,16/06/2017,2016,488F6BBEDD,False,False,False
Infographistes PowerPoint / Data Designer,Temea,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,Français | Anglais,Agence pub / Marketing Direct,Communication / Publicité / RP,Communication / Publicité / RP,Ambition | Autonomie | Flexibilité | Recherche de nouveauté | Stress,Excel,1,5,4.0,22/06/2017,2016,6E86E4D0E5,False,False,False
Ingénieur Etude et Développement - Freelance,Intelcia,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,Anglais,Télécom / Réseaux- Santé / Social (métiers de)- Secteur Centre d'appels,,,Analyse | Autonomie | Communication | Créativité | Esprit d'analyse | Implication | Recherche de nouveauté | Réflexion | Travail en équipe,Etl | Git | Java | Php | Soap | Spring | Sql,7,9,3.0,16/06/2017,2016,449427EA91,False,False,False
Administrateur Middleware H/F,Capgemini,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac,Intermédiaire (3 à 5 ans),3,5,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Curiosité | Implication | Recherche de nouveauté | Réflexion | Travail en équipe,Apache | Linux,2,7,1.0,16/06/2017,2016,4262562AF2,False,False,False
